YEAR,STATE,WRITTEN_SIGNED_COMPLAINTS_WSC_TOTAL,WSC_WITH_REPORTS_ISSUED_TOTAL,WSC_REPORTS_WITH_FINDINGS,WSC_REPORTS_WITHIN_TIMELINE,WSC_REPORTS_WITHIN_EXTENDED_TIMELINES,WSC_WITHDRAWN_OR_DISMISSED,WSC_PENDING_TOTAL,WSC_PENDING_A_DUE_PROCESS_HEARING,MEDIATION_REQUESTS_TOTAL,MEDIATIONS_HELD_TOTAL,MEDIATIONS_HELD_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATION_AGREEMENTS_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATIONS_HELD_NOT_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATION_AGREEMENTS_NOT_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATIONS_PENDING,DUE_PROCESS_COMPLAINTS_DPC_TOTAL,DPC_RESOLUTION_MEETINGS_TOTAL,DPC_RESOLUTION_MEETINGS_WRITTEN_SETTLEMENT_AGREEMENTS,DPC_HEARINGS_FULLY_ADJUDICATED_TOTAL,DPC_WRITTEN_DECISIONS_WITHIN_TIMELINE,DPC_WRITTEN_DECISIONS_WITHIN_EXTENDED_TIMELINES,DPC_WITHDRAWN_OR_DISMISSED,EXPEDITED_DUE_PROCESS_COMPLAINTS_EDPC_TOTAL,EDPC_RESULTED_IN_A_RESOLUTION_MEETING_TOTAL,EDPC_RESOLUTION_MEETINGS_WRITTEN_SETTLEMENT_AGREEMENTS,EDPC_EXPEDITED_HEARINGS_FULLY_ADJUDICATED_TOTAL,EDPC_EXPEDITED_HEARINGS_CHANGE_OF_PLACEMENT_ORDERED,MEDIATIONS_WITHDRAWN_OR_NOT_HELD,DPC_PENDING,EDPC_PENDING,EDPC_WITHDRAWN_OR_DISMISSED
2014,US Outlying Areas and Freely Associated States,"4,991","3,016","1,904","2,814",151,"1,784",191,111,"10,260","6,364","3,574","2,264","2,790","2,095",925,17107,"7,855","1,432","2,571","1,233",656,"11,119",314,147,62,38,5,"2,971","3,417",26,250
2015,Alabama,11,5,2,4,1,6,0,0,150,62,24,23,38,29,35,172,91,31,2,1,1,140,1,1,1,0,0,53,30,0,1
2015,Alaska,6,4,4,0,0,2,0,0,5,5,0,0,5,5,0,6,6,0,1,0,1,4,1,1,0,0,0,0,1,0,1
2015,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Arizona,103,61,40,61,0,42,0,0,70,46,19,14,27,22,2,68,22,13,1,1,0,54,3,2,2,1,0,22,13,0,2
2015,Arkansas,16,9,5,9,0,7,0,0,44,26,0,0,26,24,0,49,37,1,13,12,1,32,4,4,1,2,0,18,4,0,2
2015,Bureau of Indian Education,8,8,8,2,0,0,0,0,6,5,4,3,1,1,1,4,4,3,0,0,0,3,0,0,0,0,0,0,1,0,0
2015,California,894,692,448,692,0,202,0,0,"2,286","2,286","2,107","1,306",179,67,0,6440,1069,344,111,30,81,"3,286",96,22,11,2,0,0,3043,24,70
2015,Colorado,27,15,10,13,2,12,0,0,58,33,16,13,17,11,6,40,12,6,4,2,2,29,7,1,1,0,0,19,7,2,5
2015,Connecticut,186,89,64,73,4,86,11,3,366,269,88,63,181,122,43,247,69,21,6,0,6,176,7,1,1,0,0,54,65,2,5
2015,Delaware,15,8,4,6,2,7,0,0,18,13,4,3,9,7,3,33,10,5,6,2,4,25,6,1,0,1,0,2,2,0,5
2015,District of Columbia,26,20,13,15,5,5,1,0,33,21,5,4,16,10,1,353,223,31,101,75,26,211,34,31,13,8,0,11,41,5,21
2015,Federated States of Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Florida,196,112,53,98,14,80,4,0,59,38,12,4,26,19,0,206,59,47,7,2,5,187,8,3,2,0,0,21,12,0,8
2015,Georgia,128,95,43,94,1,33,0,0,94,68,19,8,49,25,2,141,110,71,0,0,0,128,16,14,11,0,0,24,13,0,16
2015,Guam,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2015,Hawaii,14,9,4,9,0,4,1,0,1,1,1,0,0,0,0,87,78,55,7,0,7,55,0,0,0,0,0,0,25,0,0
2015,Idaho,19,15,11,15,0,4,0,0,17,12,2,2,10,8,0,5,3,1,2,1,1,3,3,1,1,0,0,5,0,0,3
2015,Illinois,106,53,39,39,12,32,21,2,252,186,118,69,68,51,34,252,66,24,8,1,6,162,12,8,2,2,1,32,82,0,10
2015,Indiana,134,41,27,41,0,93,0,0,71,60,4,3,56,50,0,73,53,27,4,2,2,67,4,2,2,0,0,11,2,0,4
2015,Iowa,12,3,0,1,2,7,2,0,25,17,6,5,11,8,2,13,4,3,0,0,0,11,0,0,0,0,0,6,2,0,0
2015,Kansas,34,20,14,20,0,13,1,1,23,20,4,1,16,13,0,12,5,3,3,1,2,8,2,0,0,1,1,3,1,0,1
2015,Kentucky,12,7,6,5,2,3,2,1,16,15,4,1,11,5,1,15,9,4,2,2,0,10,1,1,1,1,0,0,3,0,0
2015,Louisiana,37,12,6,2,10,24,1,1,10,6,2,0,4,2,0,14,11,6,0,0,0,14,2,0,0,0,0,4,0,0,2
2015,Maine,27,7,2,6,1,19,1,0,79,39,14,9,25,19,1,38,0,0,2,2,0,36,2,0,0,0,0,39,0,0,2
2015,Maryland,155,128,112,108,5,27,0,0,256,114,47,36,67,50,24,215,59,32,11,1,10,172,1,1,0,0,0,118,32,0,1
2015,Massachusetts,579,394,262,394,0,149,36,10,"1,132",703,33,21,670,587,135,568,24,10,7,1,6,373,10,0,0,0,0,294,188,0,10
2015,Michigan,274,200,165,163,35,74,0,0,102,71,11,7,60,51,4,69,41,21,3,2,1,56,6,5,5,0,0,27,10,0,6
2015,Minnesota,139,94,70,86,8,33,12,0,66,32,0,0,32,31,10,30,19,2,3,3,0,19,2,1,0,0,0,24,8,0,2
2015,Mississippi,61,37,25,37,0,24,0,0,15,10,1,1,9,9,0,12,7,3,0,0,0,12,0,0,0,0,0,5,0,0,0
2015,Missouri,64,53,30,53,0,11,0,0,29,21,6,5,15,12,1,51,34,18,2,1,1,42,0,0,0,0,0,7,7,0,0
2015,Montana,7,4,2,3,1,2,1,0,3,3,1,1,2,2,0,4,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0
2015,Nebraska,6,3,2,3,0,2,1,0,3,3,0,0,3,3,0,5,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0
2015,Nevada,10,8,8,6,2,1,1,0,7,5,4,3,1,1,1,102,93,67,2,1,1,82,6,6,6,0,0,1,18,0,6
2015,New Hampshire,35,16,12,16,0,19,0,0,36,33,11,6,22,14,0,19,5,5,4,2,2,14,1,0,0,0,0,3,1,0,1
2015,New Jersey,286,112,56,91,21,158,16,16,898,760,432,114,328,138,1,1234,22,22,67,58,4,880,6,0,0,4,1,137,287,0,2
2015,New Mexico,46,26,22,25,1,20,0,0,49,40,24,16,16,13,2,31,1,1,2,0,2,28,1,1,1,0,0,7,1,0,1
2015,New York,216,128,103,123,3,87,1,0,353,212,15,13,197,163,11,5305,"5,036",161,453,54,317,"3,105",25,19,1,5,3,130,"1,747",2,18
2015,North Carolina,100,53,43,36,6,45,2,1,94,65,31,16,34,24,2,81,43,21,1,0,1,54,4,2,2,0,0,27,26,0,4
2015,North Dakota,4,3,1,3,0,1,0,0,3,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Ohio,208,121,91,111,10,86,1,1,185,149,61,36,88,77,2,171,70,35,12,8,4,153,22,10,6,1,0,34,6,0,21
2015,Oklahoma,27,16,8,16,0,11,0,0,8,8,1,1,7,5,0,9,9,6,1,1,0,6,1,1,1,0,0,0,2,0,1
2015,Oregon,45,28,15,25,3,17,0,0,56,37,11,10,26,21,10,22,7,1,3,1,2,15,0,0,0,0,0,9,4,0,0
2015,Pennsylvania,268,134,83,134,0,132,2,2,424,199,9,5,190,153,45,783,432,189,52,14,38,606,17,6,5,2,0,180,125,0,15
2015,Puerto Rico,23,22,15,22,0,1,0,0,768,541,507,476,34,33,0,2052,505,315,"1,056",607,172,964,0,0,0,0,0,227,32,0,0
2015,Republic of Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Republic of the Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Rhode Island,11,8,6,8,0,3,0,0,57,40,4,3,36,30,0,27,12,8,4,1,3,18,0,0,0,0,0,17,5,0,0
2015,South Carolina,22,18,15,15,0,4,0,0,3,2,1,0,1,1,0,11,9,7,0,0,0,11,3,2,1,0,0,1,0,0,3
2015,South Dakota,8,8,5,8,0,0,0,0,5,2,2,2,0,0,0,3,1,1,0,0,0,3,0,0,0,0,0,3,0,0,0
2015,Tennessee,88,59,25,59,0,20,9,9,27,22,13,11,9,6,3,65,43,28,1,0,1,55,7,5,4,0,0,2,9,0,7
2015,Texas,278,130,63,125,5,142,6,4,360,226,146,115,80,55,90,355,142,68,11,1,10,282,30,9,7,1,0,44,62,2,27
2015,Utah,15,9,4,9,0,0,6,1,11,8,2,2,6,5,0,6,2,2,0,0,0,4,0,0,0,0,0,3,2,0,0
2015,Vermont,3,2,2,2,0,1,0,0,30,30,14,9,16,12,0,19,1,1,1,1,0,18,0,0,0,0,0,0,0,0,0
2015,Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,Virginia,146,71,26,53,18,75,0,0,151,113,9,5,104,88,4,50,34,21,6,6,0,34,4,4,4,0,0,34,10,0,4
2015,Washington,97,84,64,83,1,11,2,1,74,40,12,7,28,24,6,119,57,19,6,1,5,82,12,7,3,1,0,28,31,2,9
2015,West Virginia,25,11,8,11,0,14,0,0,11,10,3,3,7,6,0,13,6,6,0,0,0,12,1,0,0,0,0,1,1,0,1
2015,Wisconsin,79,57,37,54,3,17,5,2,120,88,11,8,77,68,0,20,9,4,1,0,1,19,2,1,1,0,0,32,0,0,2
2015,Wyoming,14,6,3,6,0,6,2,0,6,5,1,1,4,3,0,4,1,1,0,0,0,3,0,0,0,0,0,1,1,0,0
2015,US Outlying Areas and Freely Associated States,5351,3329,2187,3094,178,1874,148,55,9025,6822,3876,2464,2946,2183,482,19727,8670,1774,1990,899,726,11771,370,173,96,32,6,1721,5966,39,299
2016,Alabama,7,5,2,3,2,2,0,0,111,55,11,9,44,42,21,167,102,18,1,0,1,137,0,0,0,0,0,35,29,0,0
2016,Alaska,10,9,5,9,0,1,0,0,6,5,0,0,5,5,0,16,16,4,2,0,2,13,0,0,0,0,0,1,1,0,0
2016,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Arizona,84,59,37,59,0,25,0,0,67,40,22,11,18,12,3,76,18,10,0,0,0,57,2,0,0,0,0,24,19,0,2
2016,Arkansas,25,16,7,5,7,9,0,0,12,3,0,0,3,3,0,30,16,2,6,2,4,23,2,1,0,1,1,9,1,0,1
2016,Bureau of Indian Education,8,8,6,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,California,941,818,486,811,0,116,7,0,"4,670","2,254","2,129","1,174",125,60,586,4467,1434,448,134,31,102,"3,302",104,22,8,5,1,"1,830",1031,29,70
2016,Colorado,25,18,11,15,3,5,2,0,43,29,16,11,13,8,7,35,8,5,5,0,5,20,2,2,2,0,0,7,10,0,2
2016,Connecticut,174,71,46,50,1,85,18,4,330,240,96,63,144,89,47,271,85,47,5,1,4,189,6,2,1,0,0,43,77,0,6
2016,Delaware,11,8,8,7,1,3,0,0,9,6,0,0,6,3,1,12,4,4,1,0,0,9,6,3,3,0,0,2,2,0,6
2016,District of Columbia,15,14,11,9,5,1,0,0,34,19,6,3,13,10,2,323,239,42,98,51,47,174,32,29,7,12,6,13,51,3,17
2016,Federated States of Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Florida,156,112,24,104,8,41,3,1,62,42,5,1,37,27,0,188,54,16,9,3,6,154,9,7,3,2,0,20,25,0,7
2016,Georgia,127,93,43,90,3,34,0,0,115,90,27,10,63,39,6,137,83,48,3,1,2,102,8,4,2,0,0,19,32,4,4
2016,Guam,7,5,4,0,0,2,0,0,2,2,1,1,1,1,0,8,7,6,0,0,0,8,0,0,0,0,0,0,0,0,0
2016,Hawaii,11,7,1,7,0,3,1,1,8,4,3,2,1,0,0,87,78,34,4,0,4,34,0,0,0,0,0,4,49,0,0
2016,Idaho,28,22,16,22,0,6,0,0,19,9,1,1,8,6,0,5,4,2,2,0,2,3,1,0,0,0,0,10,0,0,1
2016,Illinois,100,47,38,42,4,45,8,0,329,264,174,121,90,71,27,309,40,17,10,2,8,263,11,7,0,2,0,38,36,0,9
2016,Indiana,124,52,19,52,0,72,0,0,59,42,1,0,41,38,8,74,57,20,4,3,1,69,12,5,3,2,0,9,1,0,10
2016,Iowa,24,8,5,2,6,14,2,0,35,20,14,12,6,5,4,21,5,4,1,1,0,16,0,0,0,0,0,11,4,0,0
2016,Kansas,24,15,8,15,0,9,0,0,16,16,3,3,13,11,0,11,4,3,2,0,2,6,1,1,1,0,0,0,3,0,1
2016,Kentucky,15,11,8,8,2,4,0,0,9,8,4,1,4,2,0,26,17,14,1,0,1,18,0,0,0,0,0,1,7,0,0
2016,Louisiana,34,11,6,6,5,23,0,0,8,7,2,0,5,5,0,9,3,2,2,2,0,7,2,0,0,0,0,1,0,0,2
2016,Maine,23,7,4,6,1,16,0,0,76,43,34,19,9,7,1,55,2,0,6,5,1,44,4,0,0,2,0,32,5,0,2
2016,Maryland,157,131,103,105,3,22,4,0,293,163,75,52,88,61,8,282,88,46,15,10,5,239,0,0,0,0,0,122,28,0,0
2016,Massachusetts,580,515,198,498,16,64,1,1,"1,132",653,17,11,636,530,148,495,14,8,8,4,4,322,12,0,0,1,1,331,165,0,11
2016,Michigan,215,163,120,162,1,50,2,0,142,97,14,9,83,67,5,72,35,15,1,0,1,56,16,6,3,0,0,40,15,1,15
2016,Minnesota,115,80,57,77,3,34,1,0,73,41,2,1,39,37,6,20,11,1,2,1,1,13,0,0,0,0,0,26,5,0,0
2016,Mississippi,74,37,26,35,0,37,0,0,29,23,0,0,23,20,0,11,5,1,1,0,0,10,0,0,0,0,0,6,0,0,0
2016,Missouri,52,30,20,30,0,22,0,0,24,18,9,4,9,8,0,60,39,23,16,12,4,39,0,0,0,0,0,6,5,0,0
2016,Montana,7,3,1,2,1,3,1,0,1,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2016,Nebraska,9,6,6,5,1,1,2,0,4,4,0,0,4,4,0,4,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0
2016,Nevada,25,21,15,18,3,4,0,0,10,7,4,2,3,3,0,109,100,87,2,1,1,93,0,0,0,0,0,3,14,0,0
2016,New Hampshire,38,26,16,26,0,12,0,0,37,34,20,13,14,7,0,44,8,8,4,3,1,40,0,0,0,0,0,3,0,0,0
2016,New Jersey,310,128,62,112,16,165,17,14,861,741,421,122,320,142,1,1292,42,30,75,52,22,1048,4,0,0,1,0,119,169,0,3
2016,New Mexico,32,16,11,16,0,16,0,0,41,41,26,19,15,13,0,29,6,6,3,0,3,25,0,0,0,0,0,0,1,0,0
2016,New York,247,137,113,128,7,108,2,0,337,202,17,11,185,164,17,6027,"5,785",164,683,96,482,"2,981",35,28,5,8,0,118,"2,363",2,25
2016,North Carolina,77,46,39,41,4,30,1,0,80,38,19,15,19,15,2,58,26,10,1,0,1,49,1,1,0,1,0,40,8,0,0
2016,North Dakota,10,4,1,4,0,6,0,0,2,1,0,0,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2016,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Ohio,194,113,79,109,1,80,1,1,188,152,60,44,92,72,0,146,56,23,6,2,4,132,22,11,7,1,0,36,8,0,21
2016,Oklahoma,31,23,11,23,0,8,0,0,14,14,0,0,14,12,0,16,14,11,0,0,0,15,4,3,3,0,0,0,1,0,4
2016,Oregon,33,21,12,19,2,12,0,0,44,30,10,8,20,18,7,20,4,4,0,0,0,10,0,0,0,0,0,7,10,0,0
2016,Pennsylvania,216,101,77,100,1,115,0,0,437,193,10,8,183,148,50,795,534,172,45,13,32,577,33,17,5,7,0,194,173,6,20
2016,Puerto Rico,11,10,6,10,0,1,0,0,740,572,568,520,4,4,0,1984,622,367,922,561,267,1011,0,0,0,0,0,168,51,0,0
2016,Republic of Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Republic of the Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Rhode Island,19,13,11,13,0,6,0,0,38,27,1,0,26,20,0,22,13,7,2,0,2,17,0,0,0,0,0,11,3,0,0
2016,South Carolina,50,39,31,39,0,11,0,0,6,4,3,1,1,1,0,20,16,6,4,2,2,16,5,4,3,0,0,2,0,0,5
2016,South Dakota,4,4,3,4,0,0,0,0,9,5,2,2,3,3,0,3,2,2,0,0,0,3,0,0,0,0,0,4,0,0,0
2016,Tennessee,84,60,22,60,0,13,11,11,32,16,14,3,2,2,8,82,39,27,0,0,0,63,10,5,5,0,0,8,19,1,9
2016,Texas,275,135,56,126,9,127,13,13,410,234,120,87,114,92,134,306,87,31,14,1,13,226,16,8,6,1,1,42,66,1,14
2016,Utah,31,19,15,19,0,7,5,0,13,10,3,3,7,7,0,6,0,0,0,0,0,4,1,0,0,0,0,3,2,0,1
2016,Vermont,17,7,3,7,0,9,1,0,42,36,7,6,29,27,2,9,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0
2016,Virgin Islands,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,Virginia,153,58,21,44,14,95,0,0,119,109,12,8,97,75,0,93,68,41,8,6,2,76,14,12,6,1,1,10,9,0,13
2016,Washington,83,68,58,68,0,14,1,0,82,45,12,9,33,31,1,112,52,16,8,1,7,88,17,10,4,1,0,36,16,2,14
2016,West Virginia,25,15,10,15,0,10,0,0,21,13,7,5,6,3,0,25,18,18,0,0,0,25,1,0,0,0,0,8,0,0,1
2016,Wisconsin,85,55,37,53,2,18,12,2,125,83,8,5,75,73,3,13,12,2,1,0,1,10,1,0,0,0,0,39,2,0,1
2016,Wyoming,4,2,2,2,0,2,0,0,4,3,2,2,1,1,0,3,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1
2016,US Outlying Areas and Freely Associated States ,5239,3504,2039,3293,132,1619,116,48,11413,6810,4012,2412,2798,2106,1105,18490,9975,1873,2119,869,1047,11854,395,188,77,48,11,3498,4517,49,298
2017,Alabama,24,15,5,12,3,7,2,0,84,49,14,14,35,31,17,130,90,25,5,2,3,102,1,1,1,0,0,18,23,0,1
2017,Alaska,5,5,1,5,0,0,0,0,3,3,0,0,3,3,0,6,6,1,3,1,2,3,0,0,0,0,0,0,0,0,0
2017,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Arizona,102,74,52,74,0,28,0,0,73,48,25,22,23,15,2,64,12,6,2,0,2,48,3,1,1,0,0,23,14,0,3
2017,Arkansas,28,15,8,15,0,13,0,0,53,31,3,3,28,26,3,32,18,10,6,1,5,23,8,5,2,1,0,19,3,0,7
2017,Bureau of Indian Education,7,3,1,0,0,2,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,California,945,832,513,832,0,113,0,0,5193,2463,2353,1385,110,41,450,4670,882,213,114,27,86,3341,84,9,5,8,4,2280,1215,57,19
2017,Colorado,40,21,18,14,7,19,0,0,79,54,23,13,31,21,4,43,11,6,3,1,2,30,3,1,1,0,0,21,10,1,2
2017,Connecticut,169,77,45,54,1,81,11,2,288,202,77,42,125,83,41,236,112,64,9,1,6,161,10,5,4,1,0,45,66,2,7
2017,Delaware,8,5,4,5,0,3,0,0,15,9,1,1,8,7,1,11,1,1,2,1,1,9,2,0,0,0,0,5,0,0,2
2017,District of Columbia,25,19,17,14,5,6,0,0,38,24,1,1,23,17,0,333,224,32,99,48,51,179,22,8,2,9,3,14,55,0,13
2017,Federated States of Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Florida,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,Georgia,170,68,37,65,3,102,0,0,140,103,24,11,79,54,9,112,72,33,14,2,11,78,6,5,3,2,1,28,20,0,4
2017,Guam,9,8,8,8,0,1,0,0,2,1,0,0,1,0,0,2,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0
2017,Hawaii,7,7,3,7,0,0,0,0,2,1,0,0,1,0,1,43,39,35,6,1,5,35,0,0,0,0,0,0,2,0,0
2017,Idaho,41,35,20,35,0,6,0,0,18,13,1,1,12,12,0,3,3,2,1,0,1,2,1,1,1,0,0,5,0,0,1
2017,Illinois,107,50,37,36,10,54,3,0,325,269,165,84,104,75,27,283,37,12,12,2,10,189,13,2,0,2,1,29,82,0,11
2017,Indiana,139,68,39,68,0,68,3,3,74,56,7,6,49,42,6,106,75,15,2,2,0,74,8,6,3,2,0,12,30,1,5
2017,Iowa,35,5,0,2,3,13,17,0,37,19,8,8,11,11,10,24,6,4,0,0,0,18,0,0,0,0,0,8,6,0,0
2017,Kansas,35,27,16,27,0,8,0,0,23,21,7,6,14,10,0,14,9,5,0,0,0,12,1,0,0,0,0,2,2,0,1
2017,Kentucky,40,21,15,17,4,17,2,1,8,6,3,2,3,2,0,37,22,10,3,1,2,14,3,2,1,1,0,2,20,1,1
2017,Louisiana,29,17,9,12,5,12,0,0,14,8,4,0,4,4,2,22,16,8,2,0,2,19,1,1,0,0,0,4,1,0,1
2017,Maine,26,15,9,15,0,11,0,0,82,55,40,28,15,10,0,69,7,1,7,7,0,59,4,0,0,0,0,27,3,0,4
2017,Maryland,189,134,114,129,3,55,0,0,342,184,87,53,97,67,16,277,65,38,13,5,8,233,1,0,0,0,0,142,31,0,1
2017,Massachusetts,593,466,237,435,31,59,68,13,1084,605,12,5,593,511,148,481,26,14,9,2,7,255,24,0,0,1,0,331,217,0,23
2017,Michigan,197,140,117,140,0,56,1,0,152,122,11,8,111,91,3,79,32,15,7,3,3,58,18,10,7,2,0,27,14,1,15
2017,Minnesota,116,87,55,76,11,29,0,0,61,39,3,2,36,31,5,19,6,2,2,0,2,12,3,2,1,0,0,17,5,0,3
2017,Mississippi,142,71,45,70,0,71,0,0,34,34,4,4,30,2,0,17,10,1,4,0,0,13,0,0,0,0,0,0,0,0,0
2017,Missouri,48,40,22,38,2,8,0,0,19,11,3,2,8,7,0,61,46,10,6,4,2,47,5,3,0,1,0,8,8,0,4
2017,Montana,3,2,1,0,2,1,0,0,2,2,1,1,1,1,0,5,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0
2017,Nebraska,19,15,8,11,4,3,1,0,3,3,0,0,3,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0
2017,Nevada,9,7,5,6,1,1,1,0,8,8,6,3,2,2,0,99,84,68,1,1,0,83,17,15,14,0,0,0,15,0,17
2017,New Hampshire,25,16,13,11,0,9,0,0,33,33,20,13,13,11,0,40,3,3,5,4,1,35,3,0,0,2,0,0,0,0,1
2017,New Jersey,214,68,25,57,11,129,17,17,890,700,378,115,322,157,0,1271,36,28,50,50,0,1219,11,0,0,7,0,190,2,0,4
2017,New Mexico,86,43,32,39,3,42,1,1,41,41,19,13,22,15,0,23,0,0,3,1,1,19,1,0,0,0,0,0,1,0,1
2017,New York,229,123,100,116,7,106,0,0,373,231,20,15,211,190,32,7601,7288,132,877,96,638,3023,40,26,3,6,2,110,3701,4,30
2017,North Carolina,103,81,56,73,2,21,1,1,105,66,38,16,28,20,0,56,38,18,3,2,0,44,6,1,1,0,0,39,9,0,6
2017,North Dakota,12,4,4,4,0,8,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2017,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Ohio,139,75,59,70,5,63,1,0,213,181,85,66,96,78,4,174,48,26,2,1,1,161,24,6,5,1,0,28,11,0,23
2017,Oklahoma,23,13,8,7,0,10,0,0,6,5,0,0,5,3,0,11,10,10,0,0,0,11,1,1,1,0,0,1,0,0,1
2017,Oregon,45,27,15,15,11,18,0,0,61,37,14,12,23,15,13,44,1,0,0,0,0,32,0,0,0,0,0,11,12,0,0
2017,Pennsylvania,180,86,65,86,0,89,5,5,390,186,2,1,184,148,54,897,628,228,57,21,36,668,39,24,8,6,1,150,172,3,30
2017,Puerto Rico,1,0,0,0,0,1,0,0,357,233,228,204,5,5,0,1207,305,216,548,218,329,626,0,0,0,0,0,124,33,0,0
2017,Republic of Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Republic of the Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Rhode Island,20,11,7,11,0,8,1,1,40,20,1,0,19,17,0,22,7,4,0,0,0,21,0,0,0,0,0,20,1,0,0
2017,South Carolina,69,38,32,38,0,31,0,0,2,0,0,0,0,0,0,25,20,12,3,3,0,22,7,6,6,0,0,2,0,0,7
2017,South Dakota,10,4,3,4,0,6,0,0,9,8,1,1,7,4,0,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2017,Tennessee,60,46,21,45,0,14,0,0,25,13,11,5,2,2,0,54,24,16,1,0,1,48,3,2,1,0,0,12,5,0,3
2017,Texas,322,175,85,168,7,141,6,6,374,215,118,91,97,72,114,341,129,41,11,4,7,262,51,28,12,4,0,45,68,1,46
2017,Utah,19,13,8,13,0,5,1,0,17,10,3,2,7,7,1,7,3,2,0,0,0,6,1,1,1,0,0,6,1,0,1
2017,Vermont,13,9,4,7,2,4,0,0,40,24,7,4,17,13,0,14,9,1,0,0,0,11,0,0,0,0,0,16,3,0,0
2017,Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Virginia,121,42,16,26,16,76,3,0,107,87,12,8,75,59,0,99,93,30,10,6,4,71,8,8,4,3,0,20,18,0,5
2017,Washington,109,80,57,80,0,28,1,1,120,68,8,6,60,59,0,119,56,18,12,0,11,91,8,5,4,0,0,52,16,1,7
2017,West Virginia,13,11,9,11,0,2,0,0,7,4,4,3,0,0,0,18,10,9,3,0,3,15,3,2,2,0,0,3,0,0,3
2017,Wisconsin,102,83,60,81,1,17,2,2,134,94,8,7,86,81,0,23,20,4,2,0,2,18,5,5,2,0,0,40,3,1,4
2017,Wyoming,6,4,4,4,0,2,0,0,9,5,1,1,4,3,1,6,1,0,2,2,0,4,2,0,0,1,1,3,0,0,1
2017,US Outlying Areas and Freely Associated States ,5228,3401,2144,3188,160,1677,150,53,11613,6705,3861,2288,2844,2135,965,19337,10647,1434,1922,520,1246,11512,451,192,96,60,13,3943,5903,73,318
